REGION TYPE,REGION,YEAR,WEEK,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 25-49,AGE 25-64,AGE 5-24,AGE 50-64,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
State,ak,2010,40,0.875146,0.875146,,,0,,,,15,7,1714
State,ak,2010,41,1.12827,1.12827,,,0,,,,19,7,1684
State,ak,2010,42,0.586042,0.586042,,,0,,,,11,7,1877
State,ak,2010,43,0.967742,0.967742,,,0,,,,18,8,1860
State,ak,2010,44,0.683851,0.683851,,,0,,,,13,8,1901
State,ak,2010,45,0.951904,0.951904,,,0,,,,19,8,1996
State,ak,2010,46,0.962567,0.962567,,,0,,,,18,7,1870
State,ak,2010,47,0.652316,0.652316,,,0,,,,10,6,1533
State,ak,2010,48,0.45977,0.45977,,,0,,,,8,8,1740
State,ak,2010,49,0.797721,0.797721,,,0,,,,14,8,1755
State,ak,2010,50,1.05581,1.05581,,,0,,,,21,9,1989
State,ak,2010,51,0.852273,0.852273,,,0,,,,15,8,1760
State,ak,2010,52,1.13086,1.13086,,,0,,,,21,8,1857
State,ak,2011,1,0.592593,0.592593,,,0,,,,12,8,2025
State,ak,2011,2,1.48227,1.48227,,,0,,,,28,8,1889
State,ak,2011,3,1.66821,1.66821,,,0,,,,36,9,2158
State,ak,2011,4,1.40127,1.40127,,,0,,,,33,9,2355
State,ak,2011,5,3.67868,3.67868,,,0,,,,49,7,1332
State,ak,2011,6,1.95891,1.95891,,,0,,,,41,8,2093
State,ak,2011,7,4.4316,4.4316,,,0,,,,69,7,1557
State,ak,2011,8,2.93454,2.93454,,,0,,,,65,8,2215
State,ak,2011,9,4.8801,4.8801,,,0,,,,116,8,2377
State,ak,2011,10,3.53371,3.53371,,,0,,,,87,8,2462
State,ak,2011,11,2.68747,2.68747,,,0,,,,62,8,2307
State,ak,2011,12,3.02457,3.02457,,,0,,,,48,6,1587
State,ak,2011,13,2.14376,2.14376,,,0,,,,51,8,2379
State,ak,2011,14,2.2082,2.2082,,,0,,,,49,8,2219
State,ak,2011,15,1.36504,1.36504,,,0,,,,31,8,2271
State,ak,2011,16,1.4123,1.4123,,,0,,,,31,7,2195
State,ak,2011,17,0.854271,0.854271,,,0,,,,17,6,1990
State,ak,2011,18,0.798122,0.798122,,,0,,,,17,7,2130
State,ak,2011,19,0.359712,0.359712,,,0,,,,7,7,1946
State,ak,2011,20,0.306279,0.306279,,,0,,,,6,6,1959
State,ak,2011,21,0.716846,0.716846,,,0,,,,14,6,1953
State,ak,2011,22,0.366492,0.366492,,,0,,,,7,6,1910
State,ak,2011,23,0.601751,0.601751,,,0,,,,11,6,1828
State,ak,2011,24,0.552486,0.552486,,,0,,,,10,6,1810
State,ak,2011,25,0.764192,0.764192,,,0,,,,14,6,1832
State,ak,2011,26,0.559284,0.559284,,,0,,,,10,6,1788
State,ak,2011,27,0.500835,0.500835,,,0,,,,9,6,1797
State,ak,2011,28,0.668896,0.668896,,,0,,,,12,6,1794
State,ak,2011,29,0.31746,0.31746,,,0,,,,6,6,1890
State,ak,2011,30,0.410678,0.410678,,,0,,,,8,6,1948
State,ak,2011,31,0.369393,0.369393,,,0,,,,7,7,1895
State,ak,2011,32,0.488865,0.488865,,,0,,,,9,7,1841
State,ak,2011,33,0.322754,0.322754,,,0,,,,6,7,1859
State,ak,2011,34,0.165107,0.165107,,,0,,,,3,6,1817
State,ak,2011,35,0.913978,0.913978,,,0,,,,17,5,1860
State,ak,2011,36,0.864865,0.864865,,,0,,,,16,5,1850
State,ak,2011,37,0.98242,0.98242,,,0,,,,19,6,1934
State,ak,2011,38,1.22699,1.22699,,,0,,,,24,6,1956
State,ak,2011,39,1.21644,1.21644,,,0,,,,29,7,2384
State,ak,2011,40,1.64913,1.64913,,,0,,,,58,8,3517
State,ak,2011,41,1.50376,1.50376,,,0,,,,38,7,2527
State,ak,2011,42,0.997817,0.997817,,,0,,,,32,8,3207
State,ak,2011,43,0.87007,0.87007,,,0,,,,30,8,3448
State,ak,2011,44,0.74174,0.74174,,,0,,,,11,6,1483
State,ak,2011,45,1.17426,1.17426,,,0,,,,25,7,2129
State,ak,2011,46,0.510204,0.510204,,,0,,,,9,6,1764
State,ak,2011,47,0.578704,0.578704,,,0,,,,10,6,1728
State,ak,2011,48,0.958313,0.958313,,,0,,,,20,7,2087
State,ak,2011,49,0.703235,0.703235,,,0,,,,15,7,2133
State,ak,2011,50,0.564682,0.564682,,,0,,,,11,6,1948
State,ak,2011,51,0.516529,0.516529,,,0,,,,10,6,1936
State,ak,2011,52,0.662252,0.662252,,,0,,,,12,6,1812
State,ak,2012,1,0.696304,0.696304,,,0,,,,13,6,1867
State,ak,2012,2,0.507042,0.507042,,,0,,,,9,6,1775
State,ak,2012,3,0.763775,0.763775,,,0,,,,14,7,1833
State,ak,2012,4,1.49653,1.49653,,,0,,,,28,7,1871
State,ak,2012,5,0.838415,0.838415,,,0,,,,11,6,1312
State,ak,2012,6,0.615822,0.615822,,,0,,,,13,7,2111
State,ak,2012,7,0.360685,0.360685,,,0,,,,8,7,2218
State,ak,2012,8,0.465983,0.465983,,,0,,,,10,7,2146
State,ak,2012,9,0.84482,0.84482,,,0,,,,19,7,2249
State,ak,2012,10,0.636943,0.636943,,,0,,,,13,6,2041
State,ak,2012,11,1.3312,1.3312,,,0,,,,25,6,1878
State,ak,2012,12,1.1358,1.1358,,,0,,,,23,6,2025
State,ak,2012,13,0.920716,0.920716,,,0,,,,18,6,1955
State,ak,2012,14,1.67877,1.67877,,,0,,,,37,7,2204
State,ak,2012,15,2.32058,2.32058,,,0,,,,54,7,2327
State,ak,2012,16,2.19072,2.19072,,,0,,,,51,7,2328
State,ak,2012,17,1.83076,1.83076,,,0,,,,45,7,2458
State,ak,2012,18,1.8611,1.8611,,,0,,,,41,7,2203
State,ak,2012,19,1.47679,1.47679,,,0,,,,35,7,2370
State,ak,2012,20,1.04216,1.04216,,,0,,,,22,6,2111
State,ak,2012,21,0.753546,0.753546,,,0,,,,17,6,2256
State,ak,2012,22,0.522814,0.522814,,,0,,,,11,6,2104
State,ak,2012,23,0.277316,0.277316,,,0,,,,5,5,1803
State,ak,2012,24,0.339559,0.339559,,,0,,,,6,5,1767
State,ak,2012,25,0.268097,0.268097,,,0,,,,5,5,1865
State,ak,2012,26,0.428036,0.428036,,,0,,,,8,5,1869
State,ak,2012,27,0.380435,0.380435,,,0,,,,7,5,1840
State,ak,2012,28,0.326797,0.326797,,,0,,,,6,5,1836
State,ak,2012,29,0.30426,0.30426,,,0,,,,6,5,1972
State,ak,2012,30,0.292398,0.292398,,,0,,,,6,6,2052
State,ak,2012,31,0.262881,0.262881,,,0,,,,5,5,1902
State,ak,2012,32,0.272035,0.272035,,,0,,,,5,5,1838
State,ak,2012,33,0.0980392,0.0980392,,,0,,,,2,5,2040
State,ak,2012,34,0.149775,0.149775,,,0,,,,3,5,2003
State,ak,2012,35,0.150527,0.150527,,,0,,,,3,6,1993
State,ak,2012,36,0.611621,0.611621,,,0,,,,12,6,1962
State,ak,2012,37,0.628627,0.628627,,,0,,,,13,6,2068
State,ak,2012,38,0.229226,0.229226,,,0,,,,4,5,1745
State,ak,2012,39,0.568182,0.568182,,,0,,,,7,5,1232
State,ak,2012,40,1.19893,1.19893,,,0,,,,27,8,2252
State,ak,2012,41,0.847035,0.847035,,,0,,,,17,7,2007
State,ak,2012,42,0.986278,0.986278,,,0,,,,23,9,2332
State,ak,2012,43,1.17493,1.17493,,,0,,,,27,9,2298
State,ak,2012,44,1.37533,1.37533,,,0,,,,31,9,2254
State,ak,2012,45,1.32979,1.32979,,,0,,,,25,8,1880
State,ak,2012,46,1.03704,1.03704,,,0,,,,21,8,2025
State,ak,2012,47,1.66667,1.66667,,,0,,,,38,9,2280
State,ak,2012,48,1.52439,1.52439,,,0,,,,35,9,2296
State,ak,2012,49,1.49953,1.49953,,,0,,,,32,9,2134
State,ak,2012,50,2.81818,2.81818,,,0,,,,62,9,2200
State,ak,2012,51,2.21687,2.21687,,,0,,,,46,9,2075
State,ak,2012,52,4.07855,4.07855,,,0,,,,81,8,1986
State,ak,2013,1,2.16573,2.16573,,,0,,,,46,8,2124
State,ak,2013,2,2.26433,2.26433,,,0,,,,49,9,2164
State,ak,2013,3,2.53279,2.53279,,,0,,,,56,9,2211
State,ak,2013,4,0.979858,0.979858,,,0,,,,18,8,1837
State,ak,2013,5,2.47636,2.47636,,,0,,,,55,9,2221
State,ak,2013,6,1.56726,1.56726,,,0,,,,36,9,2297
State,ak,2013,7,1.04879,1.04879,,,0,,,,23,9,2193
State,ak,2013,8,0.89782,0.89782,,,0,,,,21,9,2339
State,ak,2013,9,1.0296,1.0296,,,0,,,,24,9,2331
State,ak,2013,10,0.57923,0.57923,,,0,,,,14,9,2417
State,ak,2013,11,1.13086,1.13086,,,0,,,,14,7,1238
State,ak,2013,12,1.01351,1.01351,,,0,,,,12,6,1184
State,ak,2013,13,0.91623,0.91623,,,0,,,,14,8,1528
State,ak,2013,14,0.333778,0.333778,,,0,,,,5,7,1498
State,ak,2013,15,0.71475,0.71475,,,0,,,,11,8,1539
State,ak,2013,16,1.31579,1.31579,,,0,,,,22,8,1672
State,ak,2013,17,0.786885,0.786885,,,0,,,,12,8,1525
State,ak,2013,18,0.856164,0.856164,,,0,,,,5,5,584
State,ak,2013,19,0.17301,0.17301,,,0,,,,2,5,1156
State,ak,2013,20,1.13452,1.13452,,,0,,,,7,4,617
State,ak,2013,21,0.600109,0.600109,,,0,,,,11,6,1833
State,ak,2013,22,0.163399,0.163399,,,0,,,,3,6,1836
State,ak,2013,23,0.176991,0.176991,,,0,,,,3,6,1695
State,ak,2013,24,0.123839,0.123839,,,0,,,,2,6,1615
State,ak,2013,25,0.0565291,0.0565291,,,0,,,,1,6,1769
State,ak,2013,26,0.0,0.0,,,0,,,,0,4,1221
State,ak,2013,27,0.0,0.0,,,0,,,,0,4,1196
State,ak,2013,28,0.221076,0.221076,,,0,,,,3,4,1357
State,ak,2013,29,0.212314,0.212314,,,0,,,,4,5,1884
State,ak,2013,30,0.163577,0.163577,,,0,,,,3,5,1834
State,ak,2013,31,0.0521376,0.0521376,,,0,,,,1,5,1918
State,ak,2013,32,0.361228,0.361228,,,0,,,,6,5,1661
State,ak,2013,33,0.279486,0.279486,,,0,,,,5,5,1789
State,ak,2013,34,0.180505,0.180505,,,0,,,,3,4,1662
State,ak,2013,35,0.234742,0.234742,,,0,,,,4,4,1704
State,ak,2013,36,0.369549,0.369549,,,0,,,,5,4,1353
State,ak,2013,37,0.608519,0.608519,,,0,,,,9,4,1479
State,ak,2013,38,0.894454,0.894454,,,0,,,,15,5,1677
State,ak,2013,39,0.517241,0.517241,,,0,,,,9,5,1740
State,ak,2013,40,0.6238,0.6238,,,0,,,,13,9,2084
State,ak,2013,41,0.838926,0.838926,,,0,,,,15,8,1788
State,ak,2013,42,0.655431,0.655431,,,0,,,,14,9,2136
State,ak,2013,43,0.640732,0.640732,,,0,,,,14,9,2185
State,ak,2013,44,0.457666,0.457666,,,0,,,,10,9,2185
State,ak,2013,45,0.563258,0.563258,,,0,,,,13,10,2308
State,ak,2013,46,0.429185,0.429185,,,0,,,,9,10,2097
State,ak,2013,47,0.439883,0.439883,,,0,,,,9,9,2046
State,ak,2013,48,0.321543,0.321543,,,0,,,,6,9,1866
State,ak,2013,49,0.589181,0.589181,,,0,,,,11,9,1867
State,ak,2013,50,1.38122,1.38122,,,0,,,,25,9,1810
State,ak,2013,51,3.22917,3.22917,,,0,,,,62,9,1920
State,ak,2013,52,5.30883,5.30883,,,0,,,,104,8,1959
State,ak,2014,1,3.92749,3.92749,,,0,,,,78,6,1986
State,ak,2014,2,3.4096,3.4096,,,0,,,,76,8,2229
State,ak,2014,3,2.49351,2.49351,,,0,,,,48,8,1925
State,ak,2014,4,1.85097,1.85097,,,0,,,,39,9,2107
State,ak,2014,5,1.86667,1.86667,,,0,,,,42,8,2250
State,ak,2014,6,1.60976,1.60976,,,0,,,,33,8,2050
State,ak,2014,7,1.71518,1.71518,,,0,,,,33,8,1924
State,ak,2014,8,0.664084,0.664084,,,0,,,,12,7,1807
State,ak,2014,9,0.84246,0.84246,,,0,,,,20,9,2374
State,ak,2014,10,0.942588,0.942588,,,0,,,,22,9,2334
State,ak,2014,11,0.452148,0.452148,,,0,,,,6,6,1327
State,ak,2014,12,0.740096,0.740096,,,0,,,,17,9,2297
State,ak,2014,13,0.92233,0.92233,,,0,,,,19,8,2060
State,ak,2014,14,0.868373,0.868373,,,0,,,,19,9,2188
State,ak,2014,15,0.656234,0.656234,,,0,,,,13,8,1981
State,ak,2014,16,0.848256,0.848256,,,0,,,,18,8,2122
State,ak,2014,17,0.735294,0.735294,,,0,,,,17,8,2312
State,ak,2014,18,0.562527,0.562527,,,0,,,,13,7,2311
State,ak,2014,19,0.858369,0.858369,,,0,,,,20,9,2330
State,ak,2014,20,0.255754,0.255754,,,0,,,,3,5,1173
State,ak,2014,21,1.00182,1.00182,,,0,,,,11,6,1098
State,ak,2014,22,0.478469,0.478469,,,0,,,,5,4,1045
State,ak,2014,23,1.66667,1.66667,,,0,,,,9,3,540
State,ak,2014,24,0.155763,0.155763,,,0,,,,1,3,642
State,ak,2014,25,0.347826,0.347826,,,0,,,,2,2,575
State,ak,2014,26,0.0,0.0,,,0,,,,0,2,583
State,ak,2014,27,0.253165,0.253165,,,0,,,,1,2,395
State,ak,2014,28,0.0,0.0,,,0,,,,0,2,579
State,ak,2014,29,0.70922,0.70922,,,0,,,,4,2,564
State,ak,2014,30,0.0,0.0,,,0,,,,0,1,43
State,ak,2014,31,0.153846,0.153846,,,0,,,,1,2,650
State,ak,2014,32,0.0,0.0,,,0,,,,0,2,764
State,ak,2014,33,0.0,0.0,,,0,,,,0,2,678
State,ak,2014,34,0.442478,0.442478,,,0,,,,3,2,678
State,ak,2014,35,0.0,0.0,,,0,,,,0,2,699
State,ak,2014,36,0.0,0.0,,,0,,,,0,2,693
State,ak,2014,37,0.0,0.0,,,0,,,,0,2,700
State,ak,2014,38,0.0,0.0,,,0,,,,0,2,739
State,ak,2014,39,0.572246,0.572246,,,0,,,,4,2,699
State,ak,2014,40,0.437445,0.437445,,,0,,,,5,7,1143
State,ak,2014,41,0.412939,0.412939,,,0,,,,6,8,1453
State,ak,2014,42,0.364631,0.364631,,,0,,,,4,7,1097
State,ak,2014,43,1.54603,1.54603,,,0,,,,22,8,1423
State,ak,2014,44,1.80723,1.80723,,,0,,,,21,7,1162
State,ak,2014,45,3.11448,3.11448,,,0,,,,37,7,1188
State,ak,2014,46,3.14843,3.14843,,,0,,,,42,8,1334
State,ak,2014,47,2.92857,2.92857,,,0,,,,41,8,1400
State,ak,2014,48,2.39852,2.39852,,,0,,,,26,8,1084
State,ak,2014,49,2.12465,2.12465,,,0,,,,30,8,1412
State,ak,2014,50,1.66305,1.66305,,,0,,,,23,8,1383
State,ak,2014,51,2.63425,2.63425,,,0,,,,26,6,987
State,ak,2014,52,2.34542,2.34542,,,0,,,,22,6,938
State,ak,2014,53,2.36626,2.36626,,,0,,,,23,6,972
State,ak,2015,1,0.975177,0.975177,,,0,,,,11,8,1128
State,ak,2015,2,1.03189,1.03189,,,0,,,,11,6,1066
State,ak,2015,3,2.09351,2.09351,,,0,,,,30,8,1433
State,ak,2015,4,0.947522,0.947522,,,0,,,,13,8,1372
State,ak,2015,5,0.992063,0.992063,,,0,,,,15,8,1512
State,ak,2015,6,1.28571,1.28571,,,0,,,,18,8,1400
State,ak,2015,7,0.183318,0.183318,,,0,,,,2,6,1091
State,ak,2015,8,0.523104,0.523104,,,0,,,,6,6,1147
State,ak,2015,9,0.539568,0.539568,,,0,,,,6,6,1112
State,ak,2015,10,0.542005,0.542005,,,0,,,,6,6,1107
State,ak,2015,11,0.0,0.0,,,0,,,,0,6,1271
State,ak,2015,12,0.189934,0.189934,,,0,,,,2,6,1053
State,ak,2015,13,0.44964,0.44964,,,0,,,,5,6,1112
State,ak,2015,14,0.0,0.0,,,0,,,,0,6,1176
State,ak,2015,15,0.313725,0.313725,,,0,,,,4,6,1275
State,ak,2015,16,0.435256,0.435256,,,0,,,,4,5,919
State,ak,2015,17,0.0,0.0,,,0,,,,0,4,670
State,ak,2015,18,0.0,0.0,,,0,,,,0,4,771
State,ak,2015,19,0.588235,0.588235,,,0,,,,4,4,680
State,ak,2015,20,1.06101,1.06101,,,0,,,,8,4,754
State,ak,2015,21,1.40023,1.40023,,,0,,,,12,4,857
State,ak,2015,22,0.490196,0.490196,,,0,,,,2,3,408
State,ak,2015,23,0.0,0.0,,,0,,,,0,3,435
State,ak,2015,24,1.62095,1.62095,,,0,,,,13,4,802
State,ak,2015,25,2.28509,2.28509,,,0,,,,21,4,919
State,ak,2015,26,1.68539,1.68539,,,0,,,,15,4,890
State,ak,2015,27,1.58151,1.58151,,,0,,,,13,4,822
State,ak,2015,28,0.661626,0.661626,,,0,,,,7,5,1058
State,ak,2015,29,0.661626,0.661626,,,0,,,,7,5,1058
State,ak,2015,30,0.681597,0.681597,,,0,,,,7,5,1027
State,ak,2015,31,0.432432,0.432432,,,0,,,,4,5,925
State,ak,2015,32,0.830737,0.830737,,,0,,,,8,5,963
State,ak,2015,33,0.536673,0.536673,,,0,,,,6,6,1118
State,ak,2015,34,0.496278,0.496278,,,0,,,,2,3,403
State,ak,2015,35,1.17096,1.17096,,,0,,,,10,5,854
State,ak,2015,36,1.97183,1.97183,,,0,,,,21,6,1065
State,ak,2015,37,1.08803,1.08803,,,0,,,,11,6,1011
State,ak,2015,38,1.00503,1.00503,,,0,,,,8,5,796
State,ak,2015,39,0.505689,0.505689,,,0,,,,4,5,791
State,ak,2015,40,0.627353,0.627353,,,0,,,,10,7,1594
State,ak,2015,41,1.17302,1.17302,,,0,,,,20,8,1705
State,ak,2015,42,0.982659,0.982659,,,0,,,,17,7,1730
State,ak,2015,43,0.531601,0.531601,,,0,,,,9,7,1693
State,ak,2015,44,0.947867,0.947867,,,0,,,,10,6,1055
State,ak,2015,45,1.1213,1.1213,,,0,,,,11,6,981
State,ak,2015,46,0.715746,0.715746,,,0,,,,7,6,978
State,ak,2015,47,0.721154,0.721154,,,0,,,,6,6,832
State,ak,2015,48,1.32114,1.32114,,,0,,,,13,6,984
State,ak,2015,49,0.596421,0.596421,,,0,,,,6,6,1006
State,ak,2015,50,0.226244,0.226244,,,0,,,,2,6,884
State,ak,2015,51,0.422535,0.422535,,,0,,,,3,5,710
State,ak,2015,52,0.356718,0.356718,,,0,,,,3,6,841
State,ak,2016,1,0.591716,0.591716,,,0,,,,5,5,845
State,ak,2016,2,0.332963,0.332963,,,0,,,,3,6,901
State,ak,2016,3,0.4329,0.4329,,,0,,,,4,6,924
State,ak,2016,4,0.718686,0.718686,,,0,,,,7,6,974
State,ak,2016,5,0.601323,0.601323,,,0,,,,10,7,1663
State,ak,2016,6,1.19976,1.19976,,,0,,,,20,7,1667
State,ak,2016,7,1.698,1.698,,,0,,,,28,7,1649
State,ak,2016,8,1.99413,1.99413,,,0,,,,34,7,1705
State,ak,2016,9,1.92744,1.92744,,,0,,,,34,7,1764
State,ak,2016,10,3.40426,3.40426,,,0,,,,64,7,1880
State,ak,2016,11,5.73435,5.73435,,,0,,,,98,7,1709
State,ak,2016,12,4.15598,4.15598,,,0,,,,81,7,1949
State,ak,2016,13,4.42248,4.42248,,,0,,,,85,7,1922
State,ak,2016,14,3.68609,3.68609,,,0,,,,62,6,1682
State,ak,2016,15,2.78207,2.78207,,,0,,,,36,5,1294
State,ak,2016,16,3.55731,3.55731,,,0,,,,54,6,1518
State,ak,2016,17,2.23881,2.23881,,,0,,,,33,6,1474
State,ak,2016,18,2.04473,2.04473,,,0,,,,32,6,1565
State,ak,2016,19,1.03474,1.03474,,,0,,,,14,5,1353
State,ak,2016,20,3.39847,3.39847,,,0,,,,40,4,1177
State,ak,2016,21,0.544588,0.544588,,,0,,,,8,5,1469
State,ak,2016,22,0.547945,0.547945,,,0,,,,6,4,1095
State,ak,2016,23,0.436681,0.436681,,,0,,,,5,4,1145
State,ak,2016,24,0.56391,0.56391,,,0,,,,6,4,1064
State,ak,2016,25,0.205198,0.205198,,,0,,,,3,5,1462
State,ak,2016,26,0.186567,0.186567,,,0,,,,2,4,1072
State,ak,2016,27,0.520833,0.520833,,,0,,,,7,5,1344
State,ak,2016,28,0.260417,0.260417,,,0,,,,3,4,1152
State,ak,2016,29,0.252313,0.252313,,,0,,,,3,4,1189
State,ak,2016,30,0.512821,0.512821,,,0,,,,6,4,1170
State,ak,2016,31,0.586756,0.586756,,,0,,,,7,4,1193
State,ak,2016,32,0.577082,0.577082,,,0,,,,7,4,1213
State,ak,2016,33,0.514139,0.514139,,,0,,,,8,5,1556
State,ak,2016,34,0.64,0.64,,,0,,,,8,4,1250
State,ak,2016,35,1.24611,1.24611,,,0,,,,8,4,642
State,ak,2016,36,0.973394,0.973394,,,0,,,,15,5,1541
State,ak,2016,37,0.918033,0.918033,,,0,,,,14,5,1525
State,ak,2016,38,1.15865,1.15865,,,0,,,,13,4,1122
State,ak,2016,39,1.24777,1.24777,,,0,,,,14,4,1122
State,ak,2016,40,0.940228,0.940228,,,0,,,,14,6,1489
State,ak,2016,41,1.15681,1.15681,,,0,,,,18,5,1556
State,ak,2016,42,0.501792,0.501792,,,0,,,,7,6,1395
State,ak,2016,43,0.816327,0.816327,,,0,,,,12,6,1470
State,ak,2016,44,0.533689,0.533689,,,0,,,,8,6,1499
State,ak,2016,45,0.802469,0.802469,,,0,,,,13,6,1620
State,ak,2016,46,1.1215,1.1215,,,0,,,,18,6,1605
State,ak,2016,47,1.00077,1.00077,,,0,,,,13,6,1299
State,ak,2016,48,1.10894,1.10894,,,0,,,,17,6,1533
State,ak,2016,49,0.70373,0.70373,,,0,,,,10,6,1421
State,ak,2016,50,0.683995,0.683995,,,0,,,,10,6,1462
State,ak,2016,51,1.27688,1.27688,,,0,,,,19,6,1488
State,ak,2016,52,1.60226,1.60226,,,0,,,,17,5,1061
State,ak,2017,1,0.8519,0.8519,,,0,,,,13,6,1526
State,ak,2017,2,2.96077,2.96077,,,0,,,,40,6,1351
State,ak,2017,3,1.9661,1.9661,,,0,,,,29,6,1475
State,ak,2017,4,1.91713,1.91713,,,0,,,,31,6,1617
State,ak,2017,5,2.29153,2.29153,,,0,,,,36,6,1571
State,ak,2017,6,3.71517,3.71517,,,0,,,,60,6,1615
State,ak,2017,7,4.28744,4.28744,,,0,,,,71,6,1656
State,ak,2017,8,3.76276,3.76276,,,0,,,,59,6,1568
State,ak,2017,9,3.52423,3.52423,,,0,,,,56,6,1589
State,ak,2017,10,1.7407,1.7407,,,0,,,,29,6,1666
State,ak,2017,11,2.35988,2.35988,,,0,,,,40,6,1695
State,ak,2017,12,2.5196,2.5196,,,0,,,,45,6,1786
State,ak,2017,13,4.30168,4.30168,,,0,,,,77,6,1790
State,ak,2017,14,3.85832,3.85832,,,0,,,,61,5,1581
State,ak,2017,15,3.24983,3.24983,,,0,,,,48,5,1477
State,ak,2017,16,2.41503,2.41503,,,0,,,,27,4,1118
State,ak,2017,17,1.68011,1.68011,,,0,,,,25,5,1488
State,ak,2017,18,2.75168,2.75168,,,0,,,,41,5,1490
State,ak,2017,19,1.36298,1.36298,,,0,,,,19,5,1394
State,ak,2017,20,1.162,1.162,,,0,,,,17,5,1463
State,ak,2017,21,0.818554,0.818554,,,0,,,,12,5,1466
State,ak,2017,22,0.772472,0.772472,,,0,,,,11,5,1424
State,ak,2017,23,0.98661,0.98661,,,0,,,,14,5,1419
State,ak,2017,24,0.479781,0.479781,,,0,,,,7,5,1459
State,ak,2017,25,1.77736,1.77736,,,0,,,,19,4,1069
State,ak,2017,26,0.434783,0.434783,,,0,,,,5,3,1150
State,ak,2017,27,0.482625,0.482625,,,0,,,,5,4,1036
State,ak,2017,28,0.694444,0.694444,,,0,,,,8,4,1152
State,ak,2017,29,0.0,0.0,,,0,,,,0,4,1153
State,ak,2017,30,0.0,0.0,,,0,,,,0,4,1227
State,ak,2017,31,0.990099,0.990099,,,0,,,,11,4,1111
State,ak,2017,32,0.686342,0.686342,,,0,,,,10,5,1457
State,ak,2017,33,0.491573,0.491573,,,0,,,,7,5,1424
State,ak,2017,34,0.751366,0.751366,,,0,,,,11,5,1464
State,ak,2017,35,1.03806,1.03806,,,0,,,,15,5,1445
State,ak,2017,36,1.60056,1.60056,,,0,,,,23,5,1437
State,ak,2017,37,1.92308,1.92308,,,0,,,,28,5,1456
State,ak,2017,38,2.03224,2.03224,,,0,,,,29,5,1427
State,ak,2017,39,1.7673,1.7673,,,0,,,,24,5,1358
State,ak,2017,40,2.72675,2.72675,,,0,,,,141,17,5171
State,ak,2017,41,2.74487,2.74487,,,0,,,,139,17,5064
State,ak,2017,42,3.72405,3.72405,,,0,,,,183,16,4914
State,ak,2017,43,3.28407,3.28407,,,0,,,,160,17,4872
State,ak,2017,44,2.76712,2.76712,,,0,,,,137,17,4951
State,ak,2017,45,2.97049,2.97049,,,0,,,,149,17,5016
State,ak,2017,46,3.41268,3.41268,,,0,,,,162,17,4747
State,ak,2017,47,3.45056,3.45056,,,0,,,,156,16,4521
State,ak,2017,48,3.70826,3.70826,,,0,,,,181,17,4881
State,ak,2017,49,4.16396,4.16396,,,0,,,,192,15,4611
State,ak,2017,50,3.89239,3.89239,,,0,,,,204,17,5241
State,ak,2017,51,4.10418,4.10418,,,0,,,,208,17,5068
State,ak,2017,52,4.62,4.62,,,0,,,,231,17,5000
State,al,2010,40,2.13477,2.13477,,,0,,,,249,35,11664
State,al,2010,41,2.05999,2.05999,,,0,,,,239,31,11602
State,al,2010,42,1.94224,1.94224,,,0,,,,232,33,11945
State,al,2010,43,2.2765,2.2765,,,0,,,,274,36,12036
State,al,2010,44,2.83371,2.83371,,,0,,,,342,35,12069
State,al,2010,45,3.46224,3.46224,,,0,,,,419,34,12102
State,al,2010,46,3.53248,3.53248,,,0,,,,434,33,12286
State,al,2010,47,4.27655,4.27655,,,0,,,,360,33,8418
State,al,2010,48,4.44043,4.44043,,,0,,,,467,35,10517
State,al,2010,49,5.81097,5.81097,,,0,,,,656,37,11289
State,al,2010,50,10.4359,10.4359,,,0,,,,1245,36,11930
State,al,2010,51,13.0878,13.0878,,,0,,,,1297,36,9910
State,al,2010,52,11.6592,11.6592,,,0,,,,1274,38,10927
State,al,2011,1,9.73755,9.73755,,,0,,,,1191,37,12231
State,al,2011,2,11.944,11.944,,,0,,,,1195,38,10005
State,al,2011,3,13.1063,13.1063,,,0,,,,1624,38,12391
State,al,2011,4,14.7376,14.7376,,,0,,,,1938,39,13150
State,al,2011,5,12.5984,12.5984,,,0,,,,1504,36,11938
State,al,2011,6,11.5078,11.5078,,,0,,,,1586,38,13782
State,al,2011,7,11.9696,11.9696,,,0,,,,1450,35,12114
State,al,2011,8,9.67196,9.67196,,,0,,,,1200,33,12407
State,al,2011,9,6.80203,6.80203,,,0,,,,737,32,10835
State,al,2011,10,5.82572,5.82572,,,0,,,,593,30,10179
State,al,2011,11,4.04606,4.04606,,,0,,,,390,29,9639
State,al,2011,12,3.43834,3.43834,,,0,,,,334,29,9714
State,al,2011,13,3.17374,3.17374,,,0,,,,291,28,9169
State,al,2011,14,2.74659,2.74659,,,0,,,,252,27,9175
State,al,2011,15,2.67592,2.67592,,,0,,,,189,24,7063
State,al,2011,16,2.76866,2.76866,,,0,,,,194,24,7007
State,al,2011,17,3.28311,3.28311,,,0,,,,207,23,6305
State,al,2011,18,3.00455,3.00455,,,0,,,,198,21,6590
State,al,2011,19,2.64628,2.64628,,,0,,,,180,22,6802
State,al,2011,20,2.46441,2.46441,,,0,,,,161,21,6533
